first_id,second_id
179,181.0
180,197.0
180,198.0
180,228.0
180,451.0
180,532.0
180,624.0
180,226.0
180,664.0
181,213.0
181,346.0
182,183.0
183,405.0
184,185.0
184,186.0
184,187.0
184,188.0
185,333.0
186,333.0
190,191.0
191,530.0
192,212.0
192,692.0
193,240.0
194,503.0
195,413.0
195,273.0
195,632.0
198,503.0
198,569.0
199,200.0
201,212.0
201,533.0
202,265.0
202,278.0
202,291.0
202,259.0
202,424.0
202,588.0
202,638.0
203,204.0
203,243.0
204,526.0
204,301.0
205,206.0
205,207.0
205,285.0
205,412.0
206,294.0
206,485.0
206,473.0
207,294.0
207,485.0
207,473.0
208,209.0
208,210.0
212,225.0
212,319.0
212,320.0
212,324.0
212,328.0
212,337.0
212,349.0
212,361.0
212,370.0
212,372.0
212,385.0
212,462.0
212,484.0
212,279.0
212,517.0
212,521.0
212,572.0
212,580.0
212,397.0
212,605.0
212,414.0
213,452.0
213,471.0
214,419.0
216,217.0
216,218.0
216,219.0
216,220.0
217,234.0
217,253.0
217,275.0
217,317.0
217,314.0
217,375.0
217,259.0
217,426.0
217,445.0
217,647.0
217,659.0
217,644.0
217,677.0
217,690.0
218,372.0
218,586.0
218,264.0
219,396.0
221,222.0
221,398.0
222,334.0
223,523.0
223,736.0
225,226.0
225,227.0
227,372.0
230,466.0
231,232.0
231,233.0
232,514.0
233,738.0
237,250.0
237,283.0
237,507.0
237,606.0
238,571.0
238,579.0
238,686.0
241,242.0
242,354.0
242,717.0
243,244.0
243,737.0
244,450.0
244,381.0
250,251.0
250,252.0
251,283.0
251,353.0
251,365.0
251,483.0
251,666.0
251,668.0
251,673.0
251,606.0
252,297.0
252,402.0
252,425.0
252,641.0
252,668.0
252,606.0
252,728.0
252,741.0
253,254.0
253,625.0
254,345.0
254,610.0
254,430.0
258,259.0
258,260.0
259,403.0
259,267.0
259,269.0
259,404.0
259,627.0
260,385.0
260,716.0
263,264.0
264,278.0
264,629.0
265,266.0
265,267.0
265,268.0
265,269.0
266,424.0
266,574.0
267,278.0
267,291.0
267,424.0
267,588.0
267,638.0
268,278.0
268,291.0
268,424.0
268,588.0
268,638.0
269,278.0
269,291.0
269,424.0
269,588.0
269,638.0
270,431.0
270,458.0
270,512.0
270,567.0
270,570.0
270,351.0
270,718.0
271,431.0
271,458.0
271,481.0
271,570.0
271,603.0
272,379.0
273,379.0
274,379.0
274,418.0
275,416.0
276,277.0
277,301.0
277,640.0
277,654.0
277,562.0
278,279.0
278,280.0
278,281.0
278,282.0
278,691.0
278,695.0
278,715.0
279,283.0
279,297.0
279,447.0
279,588.0
280,424.0
281,424.0
282,424.0
283,284.0
283,321.0
283,372.0
283,397.0
283,398.0
285,286.0
285,287.0
285,288.0
285,289.0
285,290.0
287,396.0
287,697.0
287,412.0
288,412.0
289,396.0
289,697.0
289,412.0
291,359.0
295,296.0
296,403.0
300,301.0
303,526.0
304,305.0
309,310.0
312,313.0
312,314.0
312,315.0
312,316.0
313,315.0
313,664.0
313,394.0
314,664.0
315,553.0
315,607.0
324,325.0
324,326.0
324,566.0
327,365.0
327,483.0
327,673.0
328,329.0
331,332.0
333,668.0
335,372.0
335,379.0
339,340.0
339,341.0
344,345.0
345,577.0
345,640.0
345,708.0
346,347.0
347,483.0
347,688.0
349,350.0
354,355.0
360,420.0
360,421.0
360,422.0
360,423.0
360,474.0
362,363.0
363,499.0
363,382.0
364,365.0
366,621.0
367,621.0
370,661.0
371,697.0
372,373.0
372,374.0
373,499.0
373,382.0
373,672.0
376,398.0
377,378.0
378,424.0
378,382.0
378,400.0
379,380.0
379,381.0
379,382.0
379,383.0
381,403.0
381,505.0
381,506.0
382,534.0
382,535.0
382,536.0
382,537.0
382,502.0
382,538.0
382,539.0
382,540.0
382,541.0
382,542.0
383,617.0
385,386.0
385,387.0
385,497.0
385,648.0
386,529.0
387,661.0
388,389.0
388,390.0
388,391.0
389,403.0
389,605.0
389,720.0
390,471.0
392,611.0
393,394.0
393,395.0
396,397.0
396,398.0
396,399.0
396,400.0
396,401.0
397,412.0
398,583.0
398,584.0
398,585.0
398,412.0
403,464.0
403,509.0
403,549.0
403,588.0
403,598.0
403,631.0
403,638.0
404,588.0
405,406.0
405,407.0
405,408.0
405,409.0
411,412.0
411,494.0
412,703.0
413,414.0
413,415.0
416,417.0
417,582.0
418,547.0
418,627.0
418,727.0
422,733.0
427,566.0
429,430.0
431,432.0
431,433.0
431,434.0
431,435.0
431,436.0
441,621.0
441,664.0
443,444.0
447,454.0
447,724.0
452,453.0
455,530.0
459,526.0
466,467.0
470,471.0
472,473.0
473,593.0
475,476.0
475,477.0
475,478.0
475,479.0
475,480.0
481,563.0
481,637.0
482,705.0
486,661.0
494,495.0
497,498.0
500,501.0
500,502.0
501,608.0
505,588.0
505,529.0
509,510.0
515,547.0
523,524.0
523,590.0
524,736.0
526,527.0
529,618.0
530,531.0
530,605.0
531,551.0
534,588.0
534,598.0
534,638.0
534,639.0
535,577.0
537,577.0
543,544.0
551,552.0
560,694.0
561,562.0
563,564.0
569,712.0
574,697.0
575,697.0
576,697.0
577,697.0
580,581.0
586,702.0
586,739.0
588,589.0
591,592.0
592,661.0
594,595.0
594,596.0
594,597.0
601,602.0
601,603.0
601,604.0
602,655.0
602,716.0
605,606.0
605,629.0
606,706.0
610,611.0
610,612.0
610,613.0
610,614.0
611,661.0
612,652.0
616,697.0
619,620.0
619,621.0
619,622.0
621,655.0
621,656.0
621,657.0
621,658.0
625,626.0
627,628.0
638,709.0
643,696.0
648,649.0
654,666.0
661,662.0
661,663.0
670,712.0
673,674.0
673,675.0
681,682.0
697,698.0
699,700.0
712,713.0
712,714.0
730,731.0
